V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
1001000254.G1	GBM cell 3124	Brain	Homo sapiens	1001000254	G1	Periphery	BT_S4	2	Oligodendrocyte	Regular
1001000254.B2	GBM cell 3125	Brain	Homo sapiens	1001000254	B2	Periphery	BT_S4	9	OPC	Regular
1001000254.G2	GBM cell 3126	Brain	Homo sapiens	1001000254	G2	Periphery	BT_S4	9	OPC	Regular
1001000254.G6	GBM cell 3127	Brain	Homo sapiens	1001000254	G6	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000254.C9	GBM cell 3128	Brain	Homo sapiens	1001000254	C9	Periphery	BT_S4	9	OPC	Regular
1001000254.C5	GBM cell 3129	Brain	Homo sapiens	1001000254	C5	Periphery	BT_S4	9	OPC	Regular
1001000254.F12	GBM cell 3130	Brain	Homo sapiens	1001000254	F12	Periphery	BT_S4	10	Astocyte	Regular
1001000254.F3	GBM cell 3131	Brain	Homo sapiens	1001000254	F3	Periphery	BT_S4	10	Astocyte	Regular
1001000254.E2	GBM cell 3132	Brain	Homo sapiens	1001000254	E2	Periphery	BT_S4	9	OPC	Regular
1001000254.A5	GBM cell 3133	Brain	Homo sapiens	1001000254	A5	Periphery	BT_S4	10	Astocyte	Regular
1001000254.E11	GBM cell 3134	Brain	Homo sapiens	1001000254	E11	Periphery	BT_S4	9	OPC	Regular
1001000254.H4	GBM cell 3135	Brain	Homo sapiens	1001000254	H4	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000254.A11	GBM cell 3136	Brain	Homo sapiens	1001000254	A11	Periphery	BT_S4	1	Neoplastic	Neoplastic
1001000254.G8	GBM cell 3137	Brain	Homo sapiens	1001000254	G8	Periphery	BT_S4	10	Astocyte	Regular
1001000254.A3	GBM cell 3138	Brain	Homo sapiens	1001000254	A3	Periphery	BT_S4	9	OPC	Regular
1001000254.A9	GBM cell 3139	Brain	Homo sapiens	1001000254	A9	Periphery	BT_S4	9	OPC	Regular
1001000254.F1	GBM cell 3140	Brain	Homo sapiens	1001000254	F1	Periphery	BT_S4	9	OPC	Regular
1001000254.B5	GBM cell 3141	Brain	Homo sapiens	1001000254	B5	Periphery	BT_S4	10	Astocyte	Regular
1001000254.H5	GBM cell 3142	Brain	Homo sapiens	1001000254	H5	Periphery	BT_S4	9	OPC	Regular
1001000254.A7	GBM cell 3143	Brain	Homo sapiens	1001000254	A7	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000254.B8	GBM cell 3144	Brain	Homo sapiens	1001000254	B8	Periphery	BT_S4	10	Astocyte	Regular
1001000254.D9	GBM cell 3145	Brain	Homo sapiens	1001000254	D9	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000254.A1	GBM cell 3146	Brain	Homo sapiens	1001000254	A1	Periphery	BT_S4	9	OPC	Regular
1001000254.H3	GBM cell 3147	Brain	Homo sapiens	1001000254	H3	Periphery	BT_S4	9	OPC	Regular
1001000254.B3	GBM cell 3148	Brain	Homo sapiens	1001000254	B3	Periphery	BT_S4	9	OPC	Regular
1001000254.F5	GBM cell 3149	Brain	Homo sapiens	1001000254	F5	Periphery	BT_S4	9	OPC	Regular
1001000254.C2	GBM cell 3150	Brain	Homo sapiens	1001000254	C2	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000254.D4	GBM cell 3151	Brain	Homo sapiens	1001000254	D4	Periphery	BT_S4	9	OPC	Regular
1001000254.D12	GBM cell 3152	Brain	Homo sapiens	1001000254	D12	Periphery	BT_S4	10	Astocyte	Regular
1001000255.H1	GBM cell 3153	Brain	Homo sapiens	1001000255	H1	Periphery	BT_S4	10	Astocyte	Regular
1001000255.B4	GBM cell 3154	Brain	Homo sapiens	1001000255	B4	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000255.A10	GBM cell 3155	Brain	Homo sapiens	1001000255	A10	Periphery	BT_S4	9	OPC	Regular
1001000255.F3	GBM cell 3156	Brain	Homo sapiens	1001000255	F3	Periphery	BT_S4	9	OPC	Regular
1001000255.D4	GBM cell 3157	Brain	Homo sapiens	1001000255	D4	Periphery	BT_S4	9	OPC	Regular
1001000255.C11	GBM cell 3158	Brain	Homo sapiens	1001000255	C11	Periphery	BT_S4	9	OPC	Regular
1001000255.C2	GBM cell 3159	Brain	Homo sapiens	1001000255	C2	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000255.A12	GBM cell 3160	Brain	Homo sapiens	1001000255	A12	Periphery	BT_S4	9	OPC	Regular
1001000255.G10	GBM cell 3161	Brain	Homo sapiens	1001000255	G10	Periphery	BT_S4	10	Astocyte	Regular
1001000255.E11	GBM cell 3162	Brain	Homo sapiens	1001000255	E11	Periphery	BT_S4	9	OPC	Regular
1001000255.E2	GBM cell 3163	Brain	Homo sapiens	1001000255	E2	Periphery	BT_S4	9	OPC	Regular
1001000255.B6	GBM cell 3164	Brain	Homo sapiens	1001000255	B6	Periphery	BT_S4	10	Astocyte	Regular
1001000255.D2	GBM cell 3165	Brain	Homo sapiens	1001000255	D2	Periphery	BT_S4	9	OPC	Regular
1001000255.G1	GBM cell 3166	Brain	Homo sapiens	1001000255	G1	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000255.A1	GBM cell 3167	Brain	Homo sapiens	1001000255	A1	Periphery	BT_S4	10	Astocyte	Regular
1001000255.A6	GBM cell 3168	Brain	Homo sapiens	1001000255	A6	Periphery	BT_S4	9	OPC	Regular
1001000255.D8	GBM cell 3169	Brain	Homo sapiens	1001000255	D8	Periphery	BT_S4	10	Astocyte	Regular
1001000255.D1	GBM cell 3170	Brain	Homo sapiens	1001000255	D1	Periphery	BT_S4	9	OPC	Regular
1001000255.F7	GBM cell 3171	Brain	Homo sapiens	1001000255	F7	Periphery	BT_S4	10	Astocyte	Regular
1001000255.F4	GBM cell 3172	Brain	Homo sapiens	1001000255	F4	Periphery	BT_S4	9	OPC	Regular
1001000255.B8	GBM cell 3173	Brain	Homo sapiens	1001000255	B8	Periphery	BT_S4	10	Astocyte	Regular
1001000255.B12	GBM cell 3174	Brain	Homo sapiens	1001000255	B12	Periphery	BT_S4	9	OPC	Regular
1001000255.F5	GBM cell 3175	Brain	Homo sapiens	1001000255	F5	Periphery	BT_S4	9	OPC	Regular
1001000255.G3	GBM cell 3176	Brain	Homo sapiens	1001000255	G3	Periphery	BT_S4	9	OPC	Regular
1001000255.B5	GBM cell 3177	Brain	Homo sapiens	1001000255	B5	Periphery	BT_S4	10	Astocyte	Regular
1001000255.H8	GBM cell 3178	Brain	Homo sapiens	1001000255	H8	Periphery	BT_S4	10	Astocyte	Regular
1001000255.E5	GBM cell 3179	Brain	Homo sapiens	1001000255	E5	Periphery	BT_S4	10	Astocyte	Regular
1001000255.D5	GBM cell 3180	Brain	Homo sapiens	1001000255	D5	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000255.F10	GBM cell 3181	Brain	Homo sapiens	1001000255	F10	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000255.G5	GBM cell 3182	Brain	Homo sapiens	1001000255	G5	Periphery	BT_S4	10	Astocyte	Regular
1001000255.C9	GBM cell 3183	Brain	Homo sapiens	1001000255	C9	Periphery	BT_S4	9	OPC	Regular
1001000255.E12	GBM cell 3184	Brain	Homo sapiens	1001000255	E12	Periphery	BT_S4	9	OPC	Regular
1001000255.F8	GBM cell 3185	Brain	Homo sapiens	1001000255	F8	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000255.C10	GBM cell 3186	Brain	Homo sapiens	1001000255	C10	Periphery	BT_S4	10	Astocyte	Regular
1001000255.A2	GBM cell 3187	Brain	Homo sapiens	1001000255	A2	Periphery	BT_S4	10	Astocyte	Regular
1001000255.E9	GBM cell 3188	Brain	Homo sapiens	1001000255	E9	Periphery	BT_S4	10	Astocyte	Regular
1001000255.E8	GBM cell 3189	Brain	Homo sapiens	1001000255	E8	Periphery	BT_S4	10	Astocyte	Regular
1001000255.D9	GBM cell 3190	Brain	Homo sapiens	1001000255	D9	Periphery	BT_S4	9	OPC	Regular
1001000255.G8	GBM cell 3191	Brain	Homo sapiens	1001000255	G8	Periphery	BT_S4	9	OPC	Regular
1001000255.G12	GBM cell 3192	Brain	Homo sapiens	1001000255	G12	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000255.A4	GBM cell 3193	Brain	Homo sapiens	1001000255	A4	Periphery	BT_S4	10	Astocyte	Regular
1001000255.A7	GBM cell 3194	Brain	Homo sapiens	1001000255	A7	Periphery	BT_S4	9	OPC	Regular
1001000255.E6	GBM cell 3195	Brain	Homo sapiens	1001000255	E6	Periphery	BT_S4	10	Astocyte	Regular
1001000255.D12	GBM cell 3196	Brain	Homo sapiens	1001000255	D12	Periphery	BT_S4	11	Neoplastic	Neoplastic
1001000255.G4	GBM cell 3197	Brain	Homo sapiens	1001000255	G4	Periphery	BT_S4	9	OPC	Regular
1001000255.D3	GBM cell 3198	Brain	Homo sapiens	1001000255	D3	Periphery	BT_S4	9	OPC	Regular
1001000255.H5	GBM cell 3199	Brain	Homo sapiens	1001000255	H5	Periphery	BT_S4	9	OPC	Regular
1001000255.B3	GBM cell 3200	Brain	Homo sapiens	1001000255	B3	Periphery	BT_S4	9	OPC	Regular
1001000258.G2	GBM cell 3201	Brain	Homo sapiens	1001000258	G2	Tumor	BT_S6	12	Vascular	Regular
1001000258.E2	GBM cell 3202	Brain	Homo sapiens	1001000258	E2	Tumor	BT_S6	8	Immune cell	Regular
1001000258.D2	GBM cell 3203	Brain	Homo sapiens	1001000258	D2	Tumor	BT_S6	12	Vascular	Regular
1001000258.F11	GBM cell 3204	Brain	Homo sapiens	1001000258	F11	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.C8	GBM cell 3205	Brain	Homo sapiens	1001000258	C8	Tumor	BT_S6	8	Immune cell	Regular
1001000258.D12	GBM cell 3206	Brain	Homo sapiens	1001000258	D12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.C12	GBM cell 3207	Brain	Homo sapiens	1001000258	C12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.H5	GBM cell 3208	Brain	Homo sapiens	1001000258	H5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.A12	GBM cell 3209	Brain	Homo sapiens	1001000258	A12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.G1	GBM cell 3210	Brain	Homo sapiens	1001000258	G1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.H11	GBM cell 3211	Brain	Homo sapiens	1001000258	H11	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.H1	GBM cell 3212	Brain	Homo sapiens	1001000258	H1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.F12	GBM cell 3213	Brain	Homo sapiens	1001000258	F12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.E12	GBM cell 3214	Brain	Homo sapiens	1001000258	E12	Tumor	BT_S6	8	Immune cell	Regular
1001000258.B9	GBM cell 3215	Brain	Homo sapiens	1001000258	B9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.G10	GBM cell 3216	Brain	Homo sapiens	1001000258	G10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.F7	GBM cell 3217	Brain	Homo sapiens	1001000258	F7	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.A7	GBM cell 3218	Brain	Homo sapiens	1001000258	A7	Tumor	BT_S6	8	Immune cell	Regular
1001000258.B11	GBM cell 3219	Brain	Homo sapiens	1001000258	B11	Tumor	BT_S6	8	Immune cell	Regular
1001000258.C9	GBM cell 3220	Brain	Homo sapiens	1001000258	C9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.E7	GBM cell 3221	Brain	Homo sapiens	1001000258	E7	Tumor	BT_S6	8	Immune cell	Regular
1001000258.G11	GBM cell 3222	Brain	Homo sapiens	1001000258	G11	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.G9	GBM cell 3223	Brain	Homo sapiens	1001000258	G9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.F10	GBM cell 3224	Brain	Homo sapiens	1001000258	F10	Tumor	BT_S6	11	Neoplastic	Neoplastic
1001000258.H10	GBM cell 3225	Brain	Homo sapiens	1001000258	H10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.E11	GBM cell 3226	Brain	Homo sapiens	1001000258	E11	Tumor	BT_S6	8	Immune cell	Regular
1001000258.E8	GBM cell 3227	Brain	Homo sapiens	1001000258	E8	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.E4	GBM cell 3228	Brain	Homo sapiens	1001000258	E4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.D7	GBM cell 3229	Brain	Homo sapiens	1001000258	D7	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000258.H2	GBM cell 3230	Brain	Homo sapiens	1001000258	H2	Tumor	BT_S6	8	Immune cell	Regular
1001000258.F6	GBM cell 3231	Brain	Homo sapiens	1001000258	F6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.E12	GBM cell 3232	Brain	Homo sapiens	1001000259	E12	Tumor	BT_S6	2	Oligodendrocyte	Regular
1001000259.F5	GBM cell 3233	Brain	Homo sapiens	1001000259	F5	Tumor	BT_S6	8	Immune cell	Regular
1001000259.G3	GBM cell 3234	Brain	Homo sapiens	1001000259	G3	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.G4	GBM cell 3235	Brain	Homo sapiens	1001000259	G4	Tumor	BT_S6	8	Immune cell	Regular
1001000259.H5	GBM cell 3236	Brain	Homo sapiens	1001000259	H5	Tumor	BT_S6	8	Immune cell	Regular
1001000259.A12	GBM cell 3237	Brain	Homo sapiens	1001000259	A12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.B5	GBM cell 3238	Brain	Homo sapiens	1001000259	B5	Tumor	BT_S6	8	Immune cell	Regular
1001000259.F4	GBM cell 3239	Brain	Homo sapiens	1001000259	F4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.D6	GBM cell 3240	Brain	Homo sapiens	1001000259	D6	Tumor	BT_S6	8	Immune cell	Regular
1001000259.G6	GBM cell 3241	Brain	Homo sapiens	1001000259	G6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.E4	GBM cell 3242	Brain	Homo sapiens	1001000259	E4	Tumor	BT_S6	8	Immune cell	Regular
1001000259.B7	GBM cell 3243	Brain	Homo sapiens	1001000259	B7	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.F2	GBM cell 3244	Brain	Homo sapiens	1001000259	F2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.C9	GBM cell 3245	Brain	Homo sapiens	1001000259	C9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.A4	GBM cell 3246	Brain	Homo sapiens	1001000259	A4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.C4	GBM cell 3247	Brain	Homo sapiens	1001000259	C4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.D12	GBM cell 3248	Brain	Homo sapiens	1001000259	D12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.A10	GBM cell 3249	Brain	Homo sapiens	1001000259	A10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.G9	GBM cell 3250	Brain	Homo sapiens	1001000259	G9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.G10	GBM cell 3251	Brain	Homo sapiens	1001000259	G10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.F9	GBM cell 3252	Brain	Homo sapiens	1001000259	F9	Tumor	BT_S6	3	Vascular	Regular
1001000259.C2	GBM cell 3253	Brain	Homo sapiens	1001000259	C2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.B8	GBM cell 3254	Brain	Homo sapiens	1001000259	B8	Tumor	BT_S6	2	Oligodendrocyte	Regular
1001000259.B2	GBM cell 3255	Brain	Homo sapiens	1001000259	B2	Tumor	BT_S6	8	Immune cell	Regular
1001000259.H2	GBM cell 3256	Brain	Homo sapiens	1001000259	H2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.E11	GBM cell 3257	Brain	Homo sapiens	1001000259	E11	Tumor	BT_S6	8	Immune cell	Regular
1001000259.B10	GBM cell 3258	Brain	Homo sapiens	1001000259	B10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.F3	GBM cell 3259	Brain	Homo sapiens	1001000259	F3	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.E2	GBM cell 3260	Brain	Homo sapiens	1001000259	E2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.D7	GBM cell 3261	Brain	Homo sapiens	1001000259	D7	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.H6	GBM cell 3262	Brain	Homo sapiens	1001000259	H6	Tumor	BT_S6	8	Immune cell	Regular
1001000259.C10	GBM cell 3263	Brain	Homo sapiens	1001000259	C10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.C6	GBM cell 3264	Brain	Homo sapiens	1001000259	C6	Tumor	BT_S6	8	Immune cell	Regular
1001000259.B6	GBM cell 3265	Brain	Homo sapiens	1001000259	B6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.F11	GBM cell 3266	Brain	Homo sapiens	1001000259	F11	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.A6	GBM cell 3267	Brain	Homo sapiens	1001000259	A6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.D11	GBM cell 3268	Brain	Homo sapiens	1001000259	D11	Tumor	BT_S6	8	Immune cell	Regular
1001000259.F8	GBM cell 3269	Brain	Homo sapiens	1001000259	F8	Tumor	BT_S6	8	Immune cell	Regular
1001000259.C1	GBM cell 3270	Brain	Homo sapiens	1001000259	C1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.F10	GBM cell 3271	Brain	Homo sapiens	1001000259	F10	Tumor	BT_S6	8	Immune cell	Regular
1001000259.E7	GBM cell 3272	Brain	Homo sapiens	1001000259	E7	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.D2	GBM cell 3273	Brain	Homo sapiens	1001000259	D2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.H1	GBM cell 3274	Brain	Homo sapiens	1001000259	H1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.G12	GBM cell 3275	Brain	Homo sapiens	1001000259	G12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.G11	GBM cell 3276	Brain	Homo sapiens	1001000259	G11	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.G7	GBM cell 3277	Brain	Homo sapiens	1001000259	G7	Tumor	BT_S6	8	Immune cell	Regular
1001000259.D5	GBM cell 3278	Brain	Homo sapiens	1001000259	D5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.E8	GBM cell 3279	Brain	Homo sapiens	1001000259	E8	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.E10	GBM cell 3280	Brain	Homo sapiens	1001000259	E10	Tumor	BT_S6	8	Immune cell	Regular
1001000259.D4	GBM cell 3281	Brain	Homo sapiens	1001000259	D4	Tumor	BT_S6	8	Immune cell	Regular
1001000259.C7	GBM cell 3282	Brain	Homo sapiens	1001000259	C7	Tumor	BT_S6	8	Immune cell	Regular
1001000259.H4	GBM cell 3283	Brain	Homo sapiens	1001000259	H4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.G1	GBM cell 3284	Brain	Homo sapiens	1001000259	G1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000259.H3	GBM cell 3285	Brain	Homo sapiens	1001000259	H3	Tumor	BT_S6	8	Immune cell	Regular
1001000260.G9	GBM cell 3286	Brain	Homo sapiens	1001000260	G9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.B2	GBM cell 3287	Brain	Homo sapiens	1001000260	B2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.F2	GBM cell 3288	Brain	Homo sapiens	1001000260	F2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.A5	GBM cell 3289	Brain	Homo sapiens	1001000260	A5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.E7	GBM cell 3290	Brain	Homo sapiens	1001000260	E7	Tumor	BT_S6	8	Immune cell	Regular
1001000260.D5	GBM cell 3291	Brain	Homo sapiens	1001000260	D5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.A10	GBM cell 3292	Brain	Homo sapiens	1001000260	A10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.H9	GBM cell 3293	Brain	Homo sapiens	1001000260	H9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.B4	GBM cell 3294	Brain	Homo sapiens	1001000260	B4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.E2	GBM cell 3295	Brain	Homo sapiens	1001000260	E2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.E9	GBM cell 3296	Brain	Homo sapiens	1001000260	E9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.A7	GBM cell 3297	Brain	Homo sapiens	1001000260	A7	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.C11	GBM cell 3298	Brain	Homo sapiens	1001000260	C11	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.D10	GBM cell 3299	Brain	Homo sapiens	1001000260	D10	Tumor	BT_S6	12	Vascular	Regular
1001000260.A1	GBM cell 3300	Brain	Homo sapiens	1001000260	A1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.E6	GBM cell 3301	Brain	Homo sapiens	1001000260	E6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.C2	GBM cell 3302	Brain	Homo sapiens	1001000260	C2	Tumor	BT_S6	8	Immune cell	Regular
1001000260.B6	GBM cell 3303	Brain	Homo sapiens	1001000260	B6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.C9	GBM cell 3304	Brain	Homo sapiens	1001000260	C9	Tumor	BT_S6	8	Immune cell	Regular
1001000260.G5	GBM cell 3305	Brain	Homo sapiens	1001000260	G5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.E4	GBM cell 3306	Brain	Homo sapiens	1001000260	E4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.B12	GBM cell 3307	Brain	Homo sapiens	1001000260	B12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.F5	GBM cell 3308	Brain	Homo sapiens	1001000260	F5	Tumor	BT_S6	8	Immune cell	Regular
1001000260.B8	GBM cell 3309	Brain	Homo sapiens	1001000260	B8	Tumor	BT_S6	8	Immune cell	Regular
1001000260.D12	GBM cell 3310	Brain	Homo sapiens	1001000260	D12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.B10	GBM cell 3311	Brain	Homo sapiens	1001000260	B10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.E8	GBM cell 3312	Brain	Homo sapiens	1001000260	E8	Tumor	BT_S6	8	Immune cell	Regular
1001000260.G7	GBM cell 3313	Brain	Homo sapiens	1001000260	G7	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.B1	GBM cell 3314	Brain	Homo sapiens	1001000260	B1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.H8	GBM cell 3315	Brain	Homo sapiens	1001000260	H8	Tumor	BT_S6	8	Immune cell	Regular
1001000260.F10	GBM cell 3316	Brain	Homo sapiens	1001000260	F10	Tumor	BT_S6	8	Immune cell	Regular
1001000260.A6	GBM cell 3317	Brain	Homo sapiens	1001000260	A6	Tumor	BT_S6	8	Immune cell	Regular
1001000260.E11	GBM cell 3318	Brain	Homo sapiens	1001000260	E11	Tumor	BT_S6	8	Immune cell	Regular
1001000260.F7	GBM cell 3319	Brain	Homo sapiens	1001000260	F7	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.C7	GBM cell 3320	Brain	Homo sapiens	1001000260	C7	Tumor	BT_S6	8	Immune cell	Regular
1001000260.D6	GBM cell 3321	Brain	Homo sapiens	1001000260	D6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.B5	GBM cell 3322	Brain	Homo sapiens	1001000260	B5	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.A8	GBM cell 3323	Brain	Homo sapiens	1001000260	A8	Tumor	BT_S6	8	Immune cell	Regular
1001000260.H11	GBM cell 3324	Brain	Homo sapiens	1001000260	H11	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.C4	GBM cell 3325	Brain	Homo sapiens	1001000260	C4	Tumor	BT_S6	8	Immune cell	Regular
1001000260.F3	GBM cell 3326	Brain	Homo sapiens	1001000260	F3	Tumor	BT_S6	8	Immune cell	Regular
1001000260.D4	GBM cell 3327	Brain	Homo sapiens	1001000260	D4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.G3	GBM cell 3328	Brain	Homo sapiens	1001000260	G3	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.A2	GBM cell 3329	Brain	Homo sapiens	1001000260	A2	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.C6	GBM cell 3330	Brain	Homo sapiens	1001000260	C6	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.F1	GBM cell 3331	Brain	Homo sapiens	1001000260	F1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.B11	GBM cell 3332	Brain	Homo sapiens	1001000260	B11	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.B9	GBM cell 3333	Brain	Homo sapiens	1001000260	B9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.C12	GBM cell 3334	Brain	Homo sapiens	1001000260	C12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.G4	GBM cell 3335	Brain	Homo sapiens	1001000260	G4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.F11	GBM cell 3336	Brain	Homo sapiens	1001000260	F11	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.D2	GBM cell 3337	Brain	Homo sapiens	1001000260	D2	Tumor	BT_S6	8	Immune cell	Regular
1001000260.E12	GBM cell 3338	Brain	Homo sapiens	1001000260	E12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.F8	GBM cell 3339	Brain	Homo sapiens	1001000260	F8	Tumor	BT_S6	8	Immune cell	Regular
1001000260.E1	GBM cell 3340	Brain	Homo sapiens	1001000260	E1	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.A9	GBM cell 3341	Brain	Homo sapiens	1001000260	A9	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.A4	GBM cell 3342	Brain	Homo sapiens	1001000260	A4	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.C1	GBM cell 3343	Brain	Homo sapiens	1001000260	C1	Tumor	BT_S6	8	Immune cell	Regular
1001000260.D7	GBM cell 3344	Brain	Homo sapiens	1001000260	D7	Tumor	BT_S6	8	Immune cell	Regular
1001000260.C10	GBM cell 3345	Brain	Homo sapiens	1001000260	C10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.F12	GBM cell 3346	Brain	Homo sapiens	1001000260	F12	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.E10	GBM cell 3347	Brain	Homo sapiens	1001000260	E10	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.C8	GBM cell 3348	Brain	Homo sapiens	1001000260	C8	Tumor	BT_S6	4	Neoplastic	Neoplastic
1001000260.E5	GBM cell 3349	Brain	Homo sapiens	1001000260	E5	Tumor	BT_S6	4	Neoplastic	Neoplastic
